Country,Year,Disease Name,Disease Category,PrevalenceRate,IncidenceRate,MortalityRate,AgeMin,AgeMax,Gender,Population Affected,HealthcareAccess,Doctors per 1000,Hospital Beds per 1000,Treatment Type,AvgTreatmentCost USD,VaccineAvailable,RecoveryRate,DALYs,Improvement5Yr,PerCapitaIncomeUSD,UrbanizationRate,Disease Category.1,RecoveryRateFlag,CostCategory,IsHighRisk,TestErrorCheck,TestErrorCheck.1
South Africa,2021,Leprosy,Infectious,18.71,7.93,1.33,19,35,Female,405161,52.04,3.05,9.31,Medication,1495,Yes,54.98,1975,7.25,24699,49.08,Bacterial,OK,Low,Low Risk,0,
Brazil,2013,Influenza,Cardiovascular,18.71,2.54,8.24,0,18,Female,849560,97.92,3.93,3.34,Therapy,32606,No,72.07,427,9.51,32598,37.57,Viral,OK,High,High Risk,0,
Usa,2011,Covid-19,Bacterial,7.69,13.46,6.4,36,60,Female,128263,96.21,4.7,3.85,Surgery,4235,No,55.64,443,4.09,32467,20.82,Viral,OK,Low,High Risk,0,
India,2007,Ebola,Neurological,10.23,13.47,8.31,36,60,Female,563508,83.29,4.3,6.95,Vaccination,49492,No,80.71,2420,5.51,58518,34.33,Viral,OK,High,High Risk,0,
Nigeria,2003,Rabies,Autoimmune,8.29,3.8,0.54,61,60,Male,497274,94.47,4.03,5.93,Medication,16954,Yes,71.34,2244,9.58,35770,65.56,Viral,OK,Medium,Low Risk,0,
India,2015,Measles,Bacterial,17.71,6.25,1.24,19,35,Male,448787,97.78,3.95,9.29,Surgery,24320,No,54.51,3035,6.22,61471,81.87,Viral,OK,Medium,Low Risk,0,
Japan,2004,Dengue,Parasitic,6.42,2.05,8.02,0,18,Other,924757,81.53,3.05,2.12,Vaccination,43355,No,68.25,4030,7.6,30042,60.35,Viral,OK,High,High Risk,0,
Russia,2010,Hypertension,Parasitic,4.77,3.8,3.21,0,18,Male,105706,80.95,4.26,6.81,Vaccination,25651,Yes,84.66,988,7,95942,57.52,Cardiovascular,OK,High,Low Risk,0,
Nigeria,2003,Cholera,Bacterial,18.08,10.63,3.53,0,18,Male,214682,59.3,2.47,5.1,Vaccination,14080,No,69.67,1113,2.19,16121,80.1,Bacterial,OK,Medium,Low Risk,0,
China,2002,Ebola,Chronic,16.78,2.55,4.46,36,60,Other,217556,80.73,2.84,6.11,Medication,14058,Yes,97.8,3273,7.12,51571,27.36,Viral,OK,Medium,Low Risk,0,
Nigeria,2009,Dengue,Genetic,15.78,9.42,5.85,0,18,Male,577439,95.61,0.98,4.13,Medication,25752,No,86.72,861,4.84,18353,59.42,Viral,OK,High,High Risk,0,
Australia,2021,Ebola,Parasitic,12.98,7.51,6.19,0,18,Female,353237,56.04,3,2.97,Therapy,26851,Yes,53,3171,0.38,49023,64.16,Viral,OK,High,High Risk,0,
France,2013,Covid-19,Respiratory,12,13.39,0.9,61,60,Female,975815,78,2.25,1.96,Vaccination,19458,Yes,50.23,1162,3.25,78867,80.37,Viral,OK,Medium,Low Risk,0,
Russia,2010,Zika,Neurological,1.52,9.91,2.04,19,35,Other,19849,73.78,2.92,0.69,Vaccination,21865,No,87.23,1157,3.84,41843,74.6,Viral,OK,Medium,Low Risk,0,
Brazil,2003,Diabetes,Bacterial,16.63,0.89,5.41,36,60,Male,725115,63.61,1.67,3.36,Vaccination,19941,No,68.2,3956,1.85,33890,39.02,Metabolic,OK,Medium,High Risk,0,
Mexico,2019,Measles,Parasitic,19.8,14.53,8.34,61,60,Male,722200,79,3.89,2.88,Medication,36147,No,60.89,1080,9.28,81144,58.78,Viral,OK,High,High Risk,0,
Japan,2016,Covid-19,Neurological,18.76,6.05,4.18,61,60,Other,535015,67.33,0.77,6.42,Vaccination,49858,No,62.36,1782,7.11,54456,80.1,Viral,OK,High,Low Risk,0,
Uk,2010,Malaria,Chronic,16.82,5.15,3.41,61,60,Male,815941,50.78,3.31,5.56,Vaccination,26332,Yes,86.01,3822,1.98,93670,40.64,Parasitic,OK,High,Low Risk,0,
Argentina,2005,Measles,Cardiovascular,10.91,14.63,1.1,0,18,Other,601744,91.48,2.84,5.76,Surgery,3892,No,96.62,1444,2.02,57605,88.03,Viral,OK,Low,Low Risk,0,
South Korea,2003,Covid-19,Infectious,13.98,10.09,2.89,61,60,Female,969849,99.17,1.14,8.28,Vaccination,25533,No,70.31,3991,9.38,88894,60.09,Viral,OK,High,Low Risk,0,
Usa,2019,Tuberculosis,Infectious,14.96,4.47,5.87,19,35,Other,281841,72.12,1.21,1.42,Vaccination,28070,No,97.08,2575,9.97,45690,43.1, Bacterial,OK,High,High Risk,0,
India,2017,Dengue,Respiratory,7.49,13.71,9.88,36,60,Female,81420,58.84,1.33,3.74,Medication,31753,No,92.39,4853,1.85,27290,67.09,Viral,OK,High,High Risk,0,
Nigeria,2017,Parkinson'S Disease,Parasitic,13.15,5.3,3.27,36,60,Male,900653,87.14,2.22,0.99,Vaccination,2699,Yes,58.09,3405,1.54,66179,33.24,Neurological,OK,Low,Low Risk,0,
Canada,2009,Ebola,Neurological,8.26,10.45,4.04,61,60,Female,175401,67.31,4.5,6.82,Vaccination,47282,No,90.02,3133,3.88,39639,72.18,Viral,OK,High,Low Risk,0,
India,2007,Hiv/Aids,Neurological,17.96,0.76,5.29,36,60,Female,65153,55.52,4.34,2.49,Vaccination,4805,No,84.63,4781,2.94,68762,41.25,Viral,OK,Low,High Risk,0,
Saudi Arabia,2011,Diabetes,Viral,13.11,11.03,3.07,19,35,Male,725884,82.61,1.96,2.49,Therapy,37018,No,64.17,2722,9.25,53206,78.38,Metabolic,OK,High,Low Risk,0,
China,2016,Parkinson'S Disease,Respiratory,6.49,3.63,6.47,19,35,Male,769966,92.11,4.31,2.72,Vaccination,49009,No,75.09,1663,4.9,26170,70.92,Neurological,OK,High,High Risk,0,
Nigeria,2009,Polio,Metabolic,8.33,3.49,9.97,36,60,Other,70299,60.78,4.79,1.79,Therapy,21619,Yes,75.76,2261,8.91,52046,76.07,Viral,OK,Medium,High Risk,0,
Brazil,2011,Rabies,Genetic,13.68,3.06,7.39,36,60,Male,125939,54.03,1.57,4.33,Therapy,42559,No,52.39,2914,5.31,5974,37.78,Viral,OK,High,High Risk,0,
India,2021,Dengue,Autoimmune,12.9,0.6,3.25,36,60,Female,136889,65.91,3.49,9.18,Surgery,8218,Yes,92.03,3596,1.05,26391,28.2,Viral,OK,Low,Low Risk,0,
Australia,2003,Malaria,Infectious,17.14,9.26,1.97,36,60,Male,37396,67.83,2.12,7.91,Medication,33672,No,93.23,4691,7.68,60353,30.73,Parasitic,OK,High,Low Risk,0,
South Africa,2023,Rabies,Respiratory,18.62,1.1,9.29,19,35,Male,769808,65.25,3.1,9.95,Therapy,16411,Yes,77.12,4109,4.92,88198,46.83,Viral,OK,Medium,High Risk,0,
Australia,2020,Hiv/Aids,Autoimmune,19.23,8.08,4.5,61,60,Other,264518,78.38,1.43,6.36,Therapy,40384,Yes,71.02,1009,1.64,7528,43.89,Viral,OK,High,Low Risk,0,
Germany,2001,Tuberculosis,Infectious,18.26,4.37,9.69,36,60,Male,229805,73.39,2.71,9.11,Vaccination,48465,No,74.75,326,2.47,73241,33.25, Bacterial,OK,High,High Risk,0,
South Korea,2005,Asthma,Autoimmune,2.41,5.74,5.58,61,60,Female,713552,94.3,4.89,9.91,Therapy,5708,No,65.05,3357,6.5,14607,52.49,Respiratory,OK,Low,High Risk,0,
Germany,2003,Hepatitis,Viral,1.57,5.68,6.89,0,18,Female,728797,81.03,2.39,2.26,Surgery,38558,No,77.09,525,6.74,48103,59.52,Viral,OK,High,High Risk,0,
Russia,2011,Parkinson'S Disease,Autoimmune,16.68,6.88,2.22,0,18,Male,815348,50.8,3.75,5,Medication,35945,Yes,85.38,2948,7,2064,33.85,Neurological,OK,High,Low Risk,0,
Mexico,2020,Dengue,Neurological,10.12,14.95,5.99,61,60,Female,130680,90.22,3.87,9.21,Therapy,18741,Yes,86.78,2525,0.04,88559,62.69,Viral,OK,Medium,High Risk,0,
Australia,2000,Rabies,Parasitic,14.84,2.45,5.33,0,18,Female,52043,50.78,4.96,3.69,Surgery,49160,Yes,74.28,273,9.66,4363,65.52,Viral,OK,High,High Risk,0,
Russia,2000,Ebola,Respiratory,12.34,6.68,7.49,36,60,Other,223321,97.55,4.05,4.01,Medication,2511,Yes,65.27,2293,9.53,25868,26,Viral,OK,Low,High Risk,0,
Nigeria,2002,Diabetes,Viral,6.24,7.2,3.77,61,60,Male,368655,70.82,2.38,8.95,Therapy,28937,No,83.44,72,1.55,4699,54.78,Metabolic,OK,High,Low Risk,0,
Italy,2009,Alzheimer'S Disease,Genetic,1.62,5.38,2.93,61,60,Male,486113,83.59,2.53,2.14,Medication,30614,No,61.23,4288,7.18,14306,78.76,Neurological,OK,High,Low Risk,0,
China,2020,Alzheimer'S Disease,Parasitic,11.99,7.96,1.58,61,60,Male,704130,57.28,1.34,1.64,Vaccination,3054,Yes,90.93,3939,6.32,30155,73.82,Neurological,OK,Low,Low Risk,0,
Russia,2014,Diabetes,Viral,14.08,7.55,1.25,0,18,Female,925106,66.25,1.56,10,Medication,46099,Yes,89.71,1316,9.69,98193,35.03,Metabolic,OK,High,Low Risk,0,
Australia,2009,Parkinson'S Disease,Genetic,12.86,11.08,2.08,19,35,Other,538726,98.74,1.92,2.84,Therapy,32714,Yes,52.79,1788,9.95,85051,66.16,Neurological,OK,High,Low Risk,0,
Germany,2000,Ebola,Viral,13.82,5.53,8.32,61,60,Female,497781,73.56,4.2,8.96,Therapy,24555,Yes,60.77,2482,9.83,42220,70.51,Viral,OK,Medium,High Risk,0,
Brazil,2023,Cholera,Bacterial,14.6,1.09,6.96,61,60,Male,480216,72.03,1.88,3.7,Therapy,41097,Yes,94.51,2789,5.12,69601,67.85,Bacterial,OK,High,High Risk,0,
Uk,2006,Tuberculosis,Infectious,1.66,6.07,7.36,0,18,Other,724272,55.42,1.28,8.15,Vaccination,19555,Yes,96.79,3626,2.4,29192,85.11, Bacterial,OK,Medium,High Risk,0,
Canada,2017,Dengue,Bacterial,9.24,1.61,9.52,19,35,Female,719938,98.73,1.55,8.95,Surgery,4433,Yes,51.44,1825,2.28,59991,63.84,Viral,OK,Low,High Risk,0,
Germany,2000,Zika,Parasitic,7.32,3.61,8.21,19,35,Female,900264,69,4.69,7.42,Surgery,23988,Yes,57.17,391,0.92,81602,83.51,Viral,OK,Medium,High Risk,0,
Turkey,2007,Dengue,Bacterial,5.09,4.7,2.73,36,60,Male,118790,97.21,2,9.15,Therapy,40496,No,86.1,2046,2.32,35964,58.35,Viral,OK,High,Low Risk,0,
Italy,2015,Tuberculosis,Genetic,0.26,12.69,0.57,0,18,Male,564911,94.96,0.56,4.18,Therapy,21766,Yes,70.55,3140,1.89,56660,24.87, Bacterial,OK,Medium,Low Risk,0,
China,2005,Influenza,Chronic,13.27,0.73,4.7,36,60,Male,931750,50.18,4.11,8.85,Vaccination,45022,Yes,54.33,1210,4.16,3574,52.81,Viral,OK,High,Low Risk,0,
Canada,2007,Alzheimer'S Disease,Chronic,12.86,13.61,2.19,36,60,Other,962770,59.43,2.95,9.93,Medication,41316,No,64.28,3168,3.86,59158,71.91,Neurological,OK,High,Low Risk,0,
South Korea,2006,Cancer,Cardiovascular,12.1,4.98,9.08,36,60,Male,969312,83.46,4.57,4.78,Vaccination,48218,No,74.62,1075,8.54,36936,44.51,Chronic,OK,High,High Risk,0,
Mexico,2001,Leprosy,Metabolic,19.18,9.53,6.5,19,35,Female,404100,85.07,3.78,8.32,Therapy,47294,No,94.04,3857,7.23,68312,21.14,Bacterial,OK,High,High Risk,0,
Brazil,2013,Diabetes,Infectious,10.59,11.58,0.7,61,60,Female,85401,79.04,2.48,2.03,Vaccination,17962,Yes,71.77,3715,9.1,75691,81.39,Metabolic,OK,Medium,Low Risk,0,
Usa,2020,Influenza,Autoimmune,18.27,11.01,3.3,19,35,Other,739968,86.94,4.81,4.73,Therapy,30409,No,95.14,4073,2.64,21491,79.27,Viral,OK,High,Low Risk,0,
Indonesia,2009,Diabetes,Metabolic,9.69,2.06,8.39,61,60,Female,52110,85.86,4.63,1.84,Vaccination,21623,No,62.56,1893,6.24,62897,73.72,Metabolic,OK,Medium,High Risk,0,
Russia,2010,Covid-19,Parasitic,4.52,11.35,8.01,36,60,Other,403710,69.26,4.44,3.42,Vaccination,33718,No,90.91,4976,7.12,90148,67.77,Viral,OK,High,High Risk,0,
France,2024,Parkinson'S Disease,Autoimmune,6.68,11.92,6.81,61,60,Female,42803,69.1,4.93,0.61,Medication,10962,Yes,88.87,1355,4.52,76482,26.75,Neurological,OK,Medium,High Risk,0,
Mexico,2002,Dengue,Respiratory,1.51,7.46,9.51,61,60,Male,246890,54.18,1.75,1.48,Medication,5585,Yes,95.11,308,0.06,30201,82.42,Viral,OK,Low,High Risk,0,
Russia,2006,Malaria,Cardiovascular,12.72,14.64,0.37,36,60,Male,952851,71.36,2.7,2.59,Vaccination,29008,No,72.12,2901,3.61,7020,44.02,Parasitic,OK,High,Low Risk,0,
Uk,2016,Tuberculosis,Respiratory,10.13,14.67,8.12,0,18,Female,394075,61.17,1.31,9.63,Medication,33856,No,78.79,877,1.06,24364,61.92, Bacterial,OK,High,High Risk,0,
Turkey,2023,Malaria,Infectious,0.75,8.75,1.6,61,60,Other,240932,86.48,2.01,4.94,Surgery,20928,Yes,84.66,1768,5.47,77451,39.02,Parasitic,OK,Medium,Low Risk,0,
Argentina,2004,Tuberculosis,Neurological,4.28,9.53,1.59,0,18,Other,121418,96.02,1.59,8.45,Medication,30844,No,59.54,517,5.37,96342,69.15, Bacterial,OK,High,Low Risk,0,
South Africa,2014,Diabetes,Metabolic,7.81,1.73,6.37,0,18,Other,183214,63.05,0.67,8.12,Medication,11335,No,60.13,2168,7.79,22704,72.06,Metabolic,OK,Medium,High Risk,0,
Italy,2010,Hypertension,Infectious,6.08,10,5.51,0,18,Female,443392,87.93,1.09,4.59,Therapy,8833,Yes,77.59,4780,0.19,26487,57.01,Cardiovascular,OK,Low,High Risk,0,
Japan,2016,Dengue,Bacterial,15.95,7.66,3.48,0,18,Female,538277,78.48,1.62,3.32,Therapy,32362,No,72.8,471,2.45,50187,79.26,Viral,OK,High,Low Risk,0,
India,2005,Tuberculosis,Respiratory,17.15,8.39,6.26,36,60,Female,600465,86.04,1.16,6.52,Therapy,38818,No,59.86,669,6.7,24727,27.77, Bacterial,OK,High,High Risk,0,
Saudi Arabia,2024,Zika,Viral,9.14,12.39,6.48,61,60,Other,661849,93.15,1.82,8.35,Therapy,14008,Yes,61.22,2736,2.06,56229,86.23,Viral,OK,Medium,High Risk,0,
Indonesia,2020,Parkinson'S Disease,Chronic,1.89,8.49,8.79,61,60,Other,576031,55.94,1.76,0.68,Therapy,28806,Yes,69.31,907,0.03,39313,78.01,Neurological,OK,High,High Risk,0,
South Korea,2014,Malaria,Cardiovascular,10.91,5.22,5.61,36,60,Female,715946,55.45,4.75,9.4,Medication,27907,No,93.5,3941,6.38,99686,78.26,Parasitic,OK,High,High Risk,0,
India,2008,Hiv/Aids,Neurological,7.48,6.9,2.94,36,60,Female,358234,79.18,1.14,3.13,Vaccination,11148,No,65.98,241,8.93,28417,23.06,Viral,OK,Medium,Low Risk,0,
Japan,2010,Leprosy,Infectious,1.64,0.95,0.4,36,60,Female,980888,93.52,1.7,1.14,Surgery,45678,No,76.71,248,3.88,6764,27.64,Bacterial,OK,High,Low Risk,0,
France,2000,Asthma,Genetic,19.62,5.45,5.12,36,60,Other,382629,83.01,2.6,2.66,Surgery,7132,No,56.67,3462,8.94,48107,75.34,Respiratory,OK,Low,High Risk,0,
Indonesia,2006,Leprosy,Autoimmune,17.76,14.21,9.32,36,60,Female,590011,81.47,2.61,1.76,Therapy,40517,Yes,73.98,1267,4.46,55029,63.81,Bacterial,OK,High,High Risk,0,
Usa,2001,Rabies,Cardiovascular,8.38,9.8,9.52,61,60,Male,502469,52.39,0.57,8.02,Vaccination,15459,No,96.01,676,8.91,23354,31.21,Viral,OK,Medium,High Risk,0,
Canada,2018,Cancer,Neurological,6.97,7.73,5.31,19,35,Male,945370,51.09,4.71,9.97,Vaccination,13992,No,55.72,2971,8.28,82231,65.76,Chronic,OK,Medium,High Risk,0,
Nigeria,2020,Malaria,Bacterial,18.91,13.31,1.37,61,60,Female,706579,83.69,1.52,7.57,Vaccination,40849,No,56.59,4604,0.13,35250,35.01,Parasitic,OK,High,Low Risk,0,
Brazil,2022,Hiv/Aids,Neurological,9.5,9.25,9.59,0,18,Male,549518,65.28,0.53,0.76,Vaccination,37728,No,91.23,151,4.54,76636,44.3,Viral,OK,High,High Risk,0,
Saudi Arabia,2004,Hiv/Aids,Autoimmune,13.15,13.4,9.59,0,18,Male,789087,57.59,1.56,9.65,Medication,31898,Yes,73.55,2562,0.46,60956,78.94,Viral,OK,High,High Risk,0,
Mexico,2014,Tuberculosis,Chronic,3.05,8.69,7.69,36,60,Other,756716,82.14,4.7,6.65,Vaccination,11589,No,83.89,3463,7.25,11621,82.37, Bacterial,OK,Medium,High Risk,0,
Indonesia,2014,Rabies,Autoimmune,12.14,7.48,3.18,19,35,Other,417779,72.08,1.64,4.78,Surgery,20518,No,93.44,142,6.55,41291,40.8,Viral,OK,Medium,Low Risk,0,
Mexico,2010,Hepatitis,Parasitic,9.1,7.81,7.94,36,60,Female,529628,85.9,2.9,6.57,Vaccination,49486,Yes,53.73,3273,6.83,89765,27.76,Viral,OK,High,High Risk,0,
Brazil,2012,Diabetes,Neurological,7.99,1.47,2.56,19,35,Male,718125,92.62,1.52,4.29,Therapy,28827,No,71.31,855,4.59,42561,29.15,Metabolic,OK,High,Low Risk,0,
Australia,2024,Tuberculosis,Genetic,2.79,12.16,4.59,19,35,Other,912197,77.89,4.42,3.13,Therapy,40161,No,64.98,4632,8.54,71176,88.31, Bacterial,OK,High,Low Risk,0,
Indonesia,2004,Diabetes,Parasitic,0.22,12.91,8.99,36,60,Female,478244,73.26,3.55,5.05,Therapy,28966,No,98.71,1014,5.99,8336,30.12,Metabolic,OK,High,High Risk,0,
Saudi Arabia,2003,Leprosy,Cardiovascular,13.87,2.13,3.46,61,60,Other,513358,53.37,4.71,4.55,Medication,17796,No,69.62,3270,0.52,19538,84.39,Bacterial,OK,Medium,Low Risk,0,
Japan,2008,Hiv/Aids,Metabolic,13.83,3.71,0.19,36,60,Other,647000,65.08,3.79,5.6,Vaccination,11474,No,70.41,3538,8.53,58137,25.36,Viral,OK,Medium,Low Risk,0,
China,2009,Cholera,Metabolic,7.34,5.68,1.46,61,60,Male,116382,64.65,3.64,8.67,Vaccination,47010,No,91.09,1668,9.75,53106,54.35,Bacterial,OK,High,Low Risk,0,
India,2012,Measles,Autoimmune,4.11,7.85,7.35,0,18,Female,198773,55.59,3.25,6.83,Therapy,9339,Yes,70.95,3183,8.13,31222,71.37,Viral,OK,Low,High Risk,0,
Saudi Arabia,2002,Measles,Cardiovascular,19.92,8.35,0.93,61,60,Female,757194,74.7,1.42,0.76,Surgery,24074,Yes,84,2234,1.37,57935,30.57,Viral,OK,Medium,Low Risk,0,
Australia,2007,Tuberculosis,Cardiovascular,9.49,14.78,5.21,36,60,Male,939621,50.35,4.26,3.24,Surgery,7811,No,63.5,789,7.96,43177,67.47, Bacterial,OK,Low,High Risk,0,
Australia,2014,Rabies,Viral,14.9,10.95,1.07,19,35,Male,779698,81.52,1.33,6.51,Surgery,16841,No,78.59,1531,8.67,91929,28.98,Viral,OK,Medium,Low Risk,0,
Brazil,2024,Influenza,Metabolic,12.7,14.71,3.26,61,60,Female,420890,87.03,4.53,3.21,Surgery,650,No,57.46,4406,0.15,93797,35.18,Viral,OK,Low,Low Risk,0,
South Korea,2012,Asthma,Viral,14.35,12.46,4.56,0,18,Other,565700,95.52,4.77,4.1,Medication,8994,No,86.09,4249,8.47,75191,77.87,Respiratory,OK,Low,Low Risk,0,
Saudi Arabia,2008,Cholera,Metabolic,15.1,10.56,6.05,0,18,Other,608299,77.09,4.2,2.1,Surgery,47051,Yes,55.4,1147,2.07,17713,33.27,Bacterial,OK,High,High Risk,0,
France,2015,Malaria,Parasitic,15.58,8.6,4.73,36,60,Male,143961,59.26,1.21,1.64,Medication,38794,Yes,58.12,3441,5.7,28531,67.78,Parasitic,OK,High,Low Risk,0,
Uk,2009,Leprosy,Infectious,13.78,5.5,6.38,0,18,Female,391975,92.09,1.37,2.63,Therapy,42108,No,65.89,3458,3.01,24923,68.36,Bacterial,OK,High,High Risk,0,
South Africa,2001,Tuberculosis,Chronic,12.66,2.94,7.5,61,60,Other,621761,71.52,3.99,0.96,Vaccination,5620,No,84.7,155,2.26,34402,75.49, Bacterial,OK,Low,High Risk,0,
Japan,2005,Cancer,Respiratory,2.32,14.54,7.25,19,35,Male,533056,57.83,2.27,1.75,Therapy,5069,No,87.52,1982,5.89,11763,83.67,Chronic,OK,Low,High Risk,0,
Indonesia,2005,Hepatitis,Autoimmune,19.53,5.57,2.2,0,18,Female,16667,99.76,4.78,9.55,Surgery,36443,No,60.7,2678,8.86,75756,67.27,Viral,OK,High,Low Risk,0,
Italy,2023,Leprosy,Autoimmune,5.55,2.34,0.45,61,60,Other,839435,89.46,1.71,1.24,Medication,16599,Yes,79.83,730,1.81,95231,85.87,Bacterial,OK,Medium,Low Risk,0,
France,2020,Dengue,Viral,16.02,1.29,5.72,61,60,Male,593749,92.79,0.62,2.06,Therapy,7442,Yes,78.32,497,1.92,78839,72.75,Viral,OK,Low,High Risk,0,
France,2020,Rabies,Autoimmune,16.01,3.82,8.82,0,18,Female,514095,54.77,3.58,9.37,Medication,44988,Yes,78.24,277,5.5,67938,37.47,Viral,OK,High,High Risk,0,
Mexico,2018,Leprosy,Chronic,12.29,4.67,2.55,36,60,Male,701609,75.84,4.2,4.05,Vaccination,18369,Yes,65.46,4122,9.27,80318,24.77,Bacterial,OK,Medium,Low Risk,0,
India,2005,Dengue,Cardiovascular,12.72,5.54,8.98,0,18,Male,841252,59.12,4.94,7.18,Therapy,8696,Yes,52.18,2122,4.74,99781,83.83,Viral,OK,Low,High Risk,0,
Italy,2018,Cholera,Infectious,14.31,0.94,3.7,61,60,Female,500654,52.07,1.91,7.48,Therapy,23470,No,53.11,2838,5.31,91696,67.35,Bacterial,OK,Medium,Low Risk,0,
Indonesia,2005,Cancer,Autoimmune,3.55,7.62,5.48,19,35,Female,109920,57.34,0.92,5.65,Surgery,18522,No,85.24,1861,6.48,10085,69.54,Chronic,OK,Medium,High Risk,0,
South Africa,2007,Cancer,Neurological,9.31,7.1,5.38,61,60,Male,51730,73.36,4.47,8.09,Medication,23158,No,74.71,3732,9.04,93907,30.93,Chronic,OK,Medium,High Risk,0,
South Korea,2014,Cholera,Autoimmune,1.76,11.18,0.7,61,60,Female,412095,69.11,3.19,9.52,Vaccination,5012,Yes,68.24,1613,2.25,54667,74.3,Bacterial,OK,Low,Low Risk,0,
Russia,2019,Rabies,Infectious,18.97,11.72,5.99,61,60,Female,202691,60.68,0.59,8.23,Vaccination,47582,No,72.84,3364,4.73,50143,35.22,Viral,OK,High,High Risk,0,
Usa,2002,Measles,Infectious,12.64,7.27,2.3,19,35,Male,985408,82.77,4.57,6.59,Vaccination,18334,Yes,88.13,3842,8.55,5638,68.38,Viral,OK,Medium,Low Risk,0,
Brazil,2002,Influenza,Genetic,0.33,1.59,3.03,36,60,Female,162586,52.88,4.79,8.19,Therapy,2435,No,58.77,4679,7.18,47970,24.76,Viral,OK,Low,Low Risk,0,
Nigeria,2015,Leprosy,Neurological,3.75,13.05,5.04,61,60,Female,272219,94.03,0.55,0.95,Medication,31391,Yes,83.56,3270,5.63,24069,65.24,Bacterial,OK,High,High Risk,0,
Japan,2007,Leprosy,Viral,1.52,0.25,1.72,36,60,Male,567094,79.95,0.56,9.62,Medication,7829,Yes,73.59,2234,6.88,47649,75.11,Bacterial,OK,Low,Low Risk,0,
Uk,2017,Cancer,Bacterial,14.07,0.61,3.24,61,60,Male,10626,98.14,2.36,5.81,Medication,20263,No,51.89,3287,2.79,28827,32.37,Chronic,OK,Medium,Low Risk,0,
Argentina,2014,Rabies,Viral,19.09,0.57,0.37,36,60,Other,487857,99.76,1.93,7.93,Surgery,40038,Yes,53.69,2100,3.01,57961,27.83,Viral,OK,High,Low Risk,0,
France,2005,Dengue,Infectious,6.76,4.35,1.45,19,35,Other,505838,79.11,2.6,3.32,Medication,40149,No,53.63,2075,3.55,1134,24.99,Viral,OK,High,Low Risk,0,
Nigeria,2020,Polio,Autoimmune,15.44,2.94,2.37,36,60,Other,261271,72.75,4.04,3.93,Medication,9703,Yes,98.22,382,3.02,36514,84.01,Viral,OK,Low,Low Risk,0,
India,2013,Covid-19,Chronic,17.83,7.75,4.14,19,35,Male,110130,50.73,4.94,9.99,Vaccination,11797,No,65.75,2227,0.06,69383,89.19,Viral,OK,Medium,Low Risk,0,
Nigeria,2010,Rabies,Genetic,9.6,3.85,7.27,36,60,Other,774468,61.34,0.62,7.48,Therapy,39575,No,86.13,1370,4.53,27429,85.19,Viral,OK,High,High Risk,0,
Brazil,2022,Zika,Respiratory,15.12,1.29,2.32,36,60,Male,731934,81.72,1.89,1.99,Surgery,21539,No,57.85,109,4.34,16181,64.95,Viral,OK,Medium,Low Risk,0,
Saudi Arabia,2004,Hepatitis,Bacterial,4.14,8.49,6.02,36,60,Female,744110,99.8,2.53,7.04,Vaccination,46495,No,51.97,1444,2.72,72898,80.94,Viral,OK,High,High Risk,0,
Indonesia,2009,Polio,Respiratory,16.43,14.59,4.59,0,18,Other,894518,86,2.23,8.16,Vaccination,32113,No,58.52,4815,4.5,69218,60.54,Viral,OK,High,Low Risk,0,
Germany,2006,Hiv/Aids,Parasitic,16.32,12.84,7.18,19,35,Other,754273,91.51,3.33,2.08,Therapy,47338,No,84.41,3635,4.1,79302,56.89,Viral,OK,High,High Risk,0,
Argentina,2007,Parkinson'S Disease,Infectious,13.8,3.95,7.11,36,60,Other,499771,84.27,3.06,7.36,Vaccination,23674,No,97.29,524,6.3,66070,39.83,Neurological,OK,Medium,High Risk,0,
Usa,2008,Influenza,Cardiovascular,18.88,14.73,3.5,19,35,Male,126959,93.29,1.44,6.75,Surgery,32087,No,77.93,2187,3.07,83753,87.76,Viral,OK,High,Low Risk,0,
France,2000,Hypertension,Chronic,13.46,10.75,3.63,36,60,Other,701034,74.81,4.92,0.64,Therapy,32675,Yes,87.97,2492,6.63,99126,31.05,Cardiovascular,OK,High,Low Risk,0,
Australia,2007,Diabetes,Viral,18.12,14.87,6.94,61,60,Male,206224,90.7,4.77,3.94,Medication,49958,No,59.3,3190,9.08,39737,54.75,Metabolic,OK,High,High Risk,0,
Germany,2017,Measles,Autoimmune,11.15,3.37,5.4,19,35,Female,733866,93.63,1.62,5.08,Therapy,43988,Yes,77.99,1827,6.54,10970,75.7,Viral,OK,High,High Risk,0,
Uk,2001,Tuberculosis,Parasitic,15.9,4.89,5.49,0,18,Other,897209,63.33,4.44,0.91,Medication,22437,Yes,65.65,1796,1.31,9334,89.49, Bacterial,OK,Medium,High Risk,0,
Germany,2022,Hypertension,Infectious,8.42,3.03,4.21,19,35,Male,349872,98.93,4.26,0.74,Medication,47250,No,93.24,3982,4.62,69099,63.26,Cardiovascular,OK,High,Low Risk,0,
Italy,2014,Leprosy,Respiratory,9.95,7.52,2.9,36,60,Male,136925,88.35,0.71,4.91,Vaccination,45226,Yes,75.68,3295,6.75,76524,82.66,Bacterial,OK,High,Low Risk,0,
Germany,2021,Hiv/Aids,Infectious,7.74,1.8,6.51,61,60,Female,795754,56.35,1.42,4.68,Surgery,2045,No,68.26,50,7.32,50366,42.26,Viral,OK,Low,High Risk,0,
